Campaign ,,,Campaign  Status,,Ad Group,Keyword,Criterion Type,Bid strategy type,Tracking template,Custom parameter,Ad type,Headline 1,Headline 1 position,Headline 2,Headline 2 position,Headline 3,Headline 3 position,Headline 4,Headline 4 position,Headline 5,Headline 5 position,Headline 6,Headline 6 position,Headline 7,Headline 7 position,Headline 8,Headline 8 position,Headline 9,Headline 9 position,Headline 10,Headline 10 position,Headline 11,Headline 11 position,Headline 12,Headline 12 position,Headline 13,Headline 13 position,Headline 14,Headline 14 position,Headline 15,Headline 15 position,Description 1,Description 1 position,Description 2,Description 2 position,Description 3,Description 3 position,Description 4,Description 4 position,Path 1,Path 2,Final URL
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG5: Bus & Transit Vehicle Towing,city bus towing,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG5: Bus & Transit Vehicle Towing,school bus towing,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG5: Bus & Transit Vehicle Towing,coach bus towing,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG5: Bus & Transit Vehicle Towing,transit vehicle towing,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG5: Bus & Transit Vehicle Towing,shuttle bus towing,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG5: Bus & Transit Vehicle Towing,charter bus towing,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG6: Interstate & Long-Distance Hauling,,,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,Responsive search ad,Semi Truck Towing — Bay Area,,Heavy Duty Towing — Bay Area,,Rotator Recovery — 75+ Tons,,Fleet Towing SLA — Bay Area,,Construction Equipment Towing,,Jackknife & Rollover Recovery,,18-Wheeler Towing — Bay Area,,DOT Compliant Heavy Recovery,,Bus & Transit Vehicle Towing,,CTTA & ITRA Certified,,Port of Oakland Towing — 24/7,,Fleet SLA — Priority Dispatch,,Bay Area Long Distance Hauling,,Fleet Quote — Call Us Now,,CTTA Certified — Bay Area Pros,,"Heavy duty Bay Area towing — rotators, semi recovery, fleet contracts. Call us 24/7.",,CTTA & ITRA certified. DOT compliant. Fleet SLA — priority dispatch & volume pricing.,,"75+ ton rotator fleet. Jackknife, rollover & construction equipment recovery Bay Area.",,"Fleet accounts: monthly invoicing, priority response, dedicated manager. Fleet quote.",,Heavy-Duty,Towing,https://www.heavytowpro.com/heavy-duty
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG6: Interstate & Long-Distance Hauling,interstate towing service,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG6: Interstate & Long-Distance Hauling,long distance towing,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG6: Interstate & Long-Distance Hauling,long distance towing Bay Area,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG6: Interstate & Long-Distance Hauling,interstate heavy hauling,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG6: Interstate & Long-Distance Hauling,heavy equipment interstate transport,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG6: Interstate & Long-Distance Hauling,cross state towing California,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG6: Interstate & Long-Distance Hauling,oversize load transport Bay Area,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG6: Interstate & Long-Distance Hauling,vehicle transport long distance,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG7: Heavy Duty — San Francisco,,,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,Responsive search ad,Semi Truck Towing — Bay Area,,Heavy Duty Towing — Bay Area,,Rotator Recovery — 75+ Tons,,Fleet Towing SLA — Bay Area,,Construction Equipment Towing,,Jackknife & Rollover Recovery,,18-Wheeler Towing — Bay Area,,DOT Compliant Heavy Recovery,,Bus & Transit Vehicle Towing,,CTTA & ITRA Certified,,Port of Oakland Towing — 24/7,,Fleet SLA — Priority Dispatch,,Bay Area Long Distance Hauling,,Fleet Quote — Call Us Now,,CTTA Certified — Bay Area Pros,,"Heavy duty Bay Area towing — rotators, semi recovery, fleet contracts. Call us 24/7.",,CTTA & ITRA certified. DOT compliant. Fleet SLA — priority dispatch & volume pricing.,,"75+ ton rotator fleet. Jackknife, rollover & construction equipment recovery Bay Area.",,"Fleet accounts: monthly invoicing, priority response, dedicated manager. Fleet quote.",,Heavy-Duty,Towing,https://www.heavytowpro.com/heavy-duty
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG7: Heavy Duty — San Francisco,heavy duty towing San Francisco,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG7: Heavy Duty — San Francisco,commercial towing San Francisco,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG7: Heavy Duty — San Francisco,semi truck towing SF,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG7: Heavy Duty — San Francisco,heavy tow truck San Francisco,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG7: Heavy Duty — San Francisco,truck towing San Francisco,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG8: Heavy Duty — East Bay & Alameda County,,,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,Responsive search ad,Semi Truck Towing — Bay Area,,Heavy Duty Towing — Bay Area,,Rotator Recovery — 75+ Tons,,Fleet Towing SLA — Bay Area,,Construction Equipment Towing,,Jackknife & Rollover Recovery,,18-Wheeler Towing — Bay Area,,DOT Compliant Heavy Recovery,,Bus & Transit Vehicle Towing,,CTTA & ITRA Certified,,Port of Oakland Towing — 24/7,,Fleet SLA — Priority Dispatch,,Bay Area Long Distance Hauling,,Fleet Quote — Call Us Now,,CTTA Certified — Bay Area Pros,,"Heavy duty Bay Area towing — rotators, semi recovery, fleet contracts. Call us 24/7.",,CTTA & ITRA certified. DOT compliant. Fleet SLA — priority dispatch & volume pricing.,,"75+ ton rotator fleet. Jackknife, rollover & construction equipment recovery Bay Area.",,"Fleet accounts: monthly invoicing, priority response, dedicated manager. Fleet quote.",,Heavy-Duty,Towing,https://www.heavytowpro.com/heavy-duty
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG8: Heavy Duty — East Bay & Alameda County,heavy duty towing Oakland,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG8: Heavy Duty — East Bay & Alameda County,commercial towing Oakland,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG8: Heavy Duty — East Bay & Alameda County,semi truck towing Oakland,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG8: Heavy Duty — East Bay & Alameda County,heavy duty towing Hayward,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG8: Heavy Duty — East Bay & Alameda County,heavy duty towing East Bay,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG8: Heavy Duty — East Bay & Alameda County,truck towing Fremont,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG8: Heavy Duty — East Bay & Alameda County,commercial towing Hayward,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG9: Heavy Duty — South Bay & Santa Clara County,,,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,Responsive search ad,Semi Truck Towing — Bay Area,,Heavy Duty Towing — Bay Area,,Rotator Recovery — 75+ Tons,,Fleet Towing SLA — Bay Area,,Construction Equipment Towing,,Jackknife & Rollover Recovery,,18-Wheeler Towing — Bay Area,,DOT Compliant Heavy Recovery,,Bus & Transit Vehicle Towing,,CTTA & ITRA Certified,,Port of Oakland Towing — 24/7,,Fleet SLA — Priority Dispatch,,Bay Area Long Distance Hauling,,Fleet Quote — Call Us Now,,CTTA Certified — Bay Area Pros,,"Heavy duty Bay Area towing — rotators, semi recovery, fleet contracts. Call us 24/7.",,CTTA & ITRA certified. DOT compliant. Fleet SLA — priority dispatch & volume pricing.,,"75+ ton rotator fleet. Jackknife, rollover & construction equipment recovery Bay Area.",,"Fleet accounts: monthly invoicing, priority response, dedicated manager. Fleet quote.",,Heavy-Duty,Towing,https://www.heavytowpro.com/heavy-duty
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG9: Heavy Duty — South Bay & Santa Clara County,heavy duty towing San Jose,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG9: Heavy Duty — South Bay & Santa Clara County,commercial towing San Jose,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG9: Heavy Duty — South Bay & Santa Clara County,semi truck towing San Jose,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG9: Heavy Duty — South Bay & Santa Clara County,heavy duty towing Silicon Valley,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG9: Heavy Duty — South Bay & Santa Clara County,heavy duty towing Santa Clara,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG9: Heavy Duty — South Bay & Santa Clara County,commercial towing Sunnyvale,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG9: Heavy Duty — South Bay & Santa Clara County,truck towing Palo Alto,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG10: Brand Protection,,,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,Responsive search ad,Semi Truck Towing — Bay Area,,Heavy Duty Towing — Bay Area,,Rotator Recovery — 75+ Tons,,Fleet Towing SLA — Bay Area,,Construction Equipment Towing,,Jackknife & Rollover Recovery,,18-Wheeler Towing — Bay Area,,DOT Compliant Heavy Recovery,,Bus & Transit Vehicle Towing,,CTTA & ITRA Certified,,Port of Oakland Towing — 24/7,,Fleet SLA — Priority Dispatch,,Bay Area Long Distance Hauling,,Fleet Quote — Call Us Now,,CTTA Certified — Bay Area Pros,,"Heavy duty Bay Area towing — rotators, semi recovery, fleet contracts. Call us 24/7.",,CTTA & ITRA certified. DOT compliant. Fleet SLA — priority dispatch & volume pricing.,,"75+ ton rotator fleet. Jackknife, rollover & construction equipment recovery Bay Area.",,"Fleet accounts: monthly invoicing, priority response, dedicated manager. Fleet quote.",,Heavy-Duty,Towing,https://www.heavytowpro.com/heavy-duty
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG10: Brand Protection,heavy haulers towing,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG10: Brand Protection,heavytowpro,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG10: Brand Protection,heavy tow pro,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG10: Brand Protection,heavytowpro.com,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG10: Brand Protection,heavy haulers San Francisco,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG10: Brand Protection,heavy haulers Bay Area towing,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
